Ticker,SimFinId,Fiscal_Year,Revenue,Cost_of_Revenue,Gross_Profit,Operating_Expenses,Operating_Income,Net_Interest_Expense,Net_Income_Tax,Net_Income,Common_Net_Income,Basic_Shares,Diluted_Shares,Research_Development,Depreciation_Amortization
GLUE,11819716,2021,,,,-72882000.0,-72882000.0,46000.0,,-73958000,-73958000,25000124.0,25000124.0,-57155000.0,
GLUE,11819716,2022,,,,-112384000.0,-112384000.0,3764000.0,,-108501000,-108501000,47227370.0,47227370.0,-85061000.0,
GLUE,11819716,2023,,,,-143311000.0,-143311000.0,9334000.0,-338000.0,-135352000,-135352000,51396961.0,51396961.0,-111272000.0,
GLUE,11819716,2024,75622000.0,,,-156734000.0,-81112000.0,10566000.0,-2570000.0,-72700000,-72700000,73910026.0,73910026.0,-121563000.0,
GLUU,85988,2020,540522000.0,-191553000.0,348969000.0,-328454000.0,20515000.0,,-1139000.0,20447000,20447000,162521000.0,173167000.0,-119718000.0,
GLW,261761,2020,11303000000.0,-7772000000.0,3531000000.0,-3022000000.0,509000000.0,-261000000.0,-111000000.0,512000000,512000000,761000000.0,772000000.0,-1154000000.0,-121000000.0
GLW,261761,2021,14082000000.0,-9019000000.0,5063000000.0,-2951000000.0,2112000000.0,-289000000.0,-491000000.0,1906000000,1079000000,849000000.0,864000000.0,-995000000.0,-129000000.0
GLW,261761,2022,14189000000.0,-9683000000.0,4506000000.0,-3068000000.0,1438000000.0,-277000000.0,-411000000.0,1316000000,1316000000,828000000.0,844000000.0,-1047000000.0,-123000000.0
GLW,261761,2023,12588000000.0,-8657000000.0,3931000000.0,-3041000000.0,890000000.0,-291000000.0,-168000000.0,581000000,581000000,848000000.0,859000000.0,-1076000000.0,-122000000.0
GLW,261761,2024,13118000000.0,-8842000000.0,4276000000.0,-3141000000.0,1135000000.0,-282000000.0,-221000000.0,506000000,506000000,853000000.0,869000000.0,-1089000000.0,-121000000.0
GLXZ,15464869,2020,10230316.0,-72684.0,10157632.0,-12412642.0,-2255010.0,-657655.0,605937.0,-2208887,-2208887,18282262.0,18282262.0,-487679.0,-2222042.0
GLXZ,15464869,2021,19984378.0,-80833.0,19903545.0,-15558419.0,4345126.0,-1503338.0,-48637.0,2111812,2111812,21840609.0,21840609.0,-520449.0,-2858991.0
GLXZ,15464869,2022,23442306.0,-198531.0,23243775.0,-17171973.0,6071802.0,-7340001.0,-208887.0,-1773189,-1773189,24770765.0,24770765.0,-584513.0,-2761359.0
GLXZ,15464869,2023,27789084.0,-1263271.0,26525813.0,-19796231.0,6729582.0,-8451841.0,-79228.0,-1807586,-1807586,25542214.0,25542214.0,-823189.0,-2274461.0
GLXZ,15464869,2024,31737466.0,-1509776.0,30227690.0,-24525796.0,5701894.0,-8285270.0,-57647.0,-2627110,-2627110,25715409.0,25715409.0,-1057183.0,-2863507.0
GLYC,790345,2020,10162935.0,,,-61672325.0,-51509390.0,482487.0,,-51026903,-51026903,45721139.0,45721139.0,-44929198.0,
GLYC,790345,2021,1159767.0,,,-64606972.0,-63447205.0,19768.0,,-63427437,-63427437,51564674.0,51564674.0,-47491567.0,
GLYC,790345,2022,75000.0,,,-47478322.0,-47403322.0,714520.0,,-46688802,-46688802,52531173.0,52531173.0,-28390879.0,
GLYC,790345,2023,10000.0,,,-39285293.0,-39275293.0,2375873.0,,-36899420,-36899420,63342465.0,63342465.0,-20071656.0,
GLYC,790345,2024,,,,-32509074.0,-32509074.0,935275.0,,-37879158,-37879158,64477249.0,64477249.0,-14259756.0,
GM,125620,2020,122485000000.0,-97539000000.0,24946000000.0,-18312000000.0,6634000000.0,-1098000000.0,-1774000000.0,6427000000,6427000000,1433000000.0,1442000000.0,,
GM,125620,2021,127004000000.0,-100544000000.0,26460000000.0,-17136000000.0,9324000000.0,-950000000.0,-2771000000.0,10019000000,10019000000,1452000000.0,1467000000.0,,
GM,125620,2022,156735000000.0,-126892000000.0,29843000000.0,-19529000000.0,10314000000.0,-987000000.0,-1888000000.0,9934000000,9934000000,1445000000.0,1454000000.0,,
GM,125620,2023,171842000000.0,-141330000000.0,30512000000.0,-21214000000.0,9298000000.0,-911000000.0,-563000000.0,10128000000,10128000000,1364000000.0,1369000000.0,,
GM,125620,2024,187442000000.0,-151065000000.0,36377000000.0,-23593000000.0,12784000000.0,-846000000.0,-2556000000.0,6009000000,6009000000,1115000000.0,1129000000.0,,
GMDA,15585624,2022,,,,-74993000.0,-74993000.0,-4382000.0,,-79375000,-79375000,63826295.0,63826295.0,-42692000.0,
GMDA,15585624,2023,1784000.0,-5535000.0,-3751000.0,-69287000.0,-73038000.0,10042000.0,,-62996000,-62996000,110049547.0,110049547.0,-24308000.0,
GME,44534,2020,5089800000.0,-3830300000.0,1259500000.0,-1514200000.0,-254700000.0,-32100000.0,55300000.0,-215300000,-215300000,286000000.0,286000000.0,,
GME,44534,2021,6010700000.0,-4662900000.0,1347800000.0,-1709600000.0,-361800000.0,-26900000.0,14100000.0,-381300000,-381300000,319440000.0,319440000.0,,
GME,44534,2022,5927200000.0,-4555100000.0,1372100000.0,-1681000000.0,-308900000.0,9500000.0,-11000000.0,-313100000,-313100000,334620000.0,334620000.0,,
GME,44534,2023,5272800000.0,-3978600000.0,1294200000.0,-1323900000.0,-29700000.0,49500000.0,-6400000.0,6700000,6700000,335610000.0,335720000.0,,
GMED,617302,2020,789042000.0,-217463000.0,571579000.0,-456107000.0,115472000.0,13952000.0,-23614000.0,102285000,102285000,98580000.0,100971000.0,-84519000.0,-16831000.0
GMED,617302,2021,958102000.0,-239223000.0,718879000.0,-524021000.0,194858000.0,9297000.0,-31216000.0,149191000,149191000,101104000.0,104418000.0,-97346000.0,-18526000.0
GMED,617302,2022,1022843000.0,-263725000.0,759118000.0,-522867000.0,236251000.0,14233000.0,-52850000.0,190169000,190169000,100469000.0,102643000.0,-73015000.0,-17735000.0
GMED,617302,2023,1568476000.0,-548174000.0,1020302000.0,-818452000.0,201850000.0,20130000.0,-42520000.0,122873000,122873000,113087000.0,114630000.0,-124010000.0,-51032000.0
GMED,617302,2024,2519355000.0,-1035479000.0,1483876000.0,-1264175000.0,219701000.0,-4189000.0,-17738000.0,102984000,102984000,135726000.0,137863000.0,-163754000.0,-119373000.0
GMFI,12444383,2022,,,,1605840.0,1605840.0,,207733.0,623874,623874,11962590.0,11962590.0,,
GMFI,12444383,2023,,,,1095453.0,1095453.0,,930584.0,-726042,-726042,8306113.0,8306113.0,,
GMHI,2016708,2020,13951000.0,-24952000.0,-11001000.0,-75874000.0,-86875000.0,-3161000.0,,-362298000,-362298000,3335000.0,3335000.0,-38651000.0,
GMHI,2016708,2021,31944000.0,-46092000.0,-14148000.0,-200404000.0,-214552000.0,518000.0,1262000.0,-237986000,-237986000,23098275.0,23098275.0,-88861000.0,
GMHI,2016708,2022,40698000.0,-100983000.0,-60285000.0,-382117000.0,-442402000.0,-5398000.0,-672000.0,-445939000,-445939000,23762927.0,23762927.0,-185283000.0,
GMHI,2016708,2023,69779000.0,-142469000.0,-72690000.0,-475129000.0,-547819000.0,2061000.0,-1696000.0,-571269000,-571269000,25971223.0,25971223.0,-262217000.0,
GMHI,2016708,2024,75395000.0,-101085000.0,-25690000.0,-392928000.0,-418618000.0,-16614000.0,743000.0,-273140000,-273140000,31404616.0,31404616.0,-231669000.0,
GMII,11795036,2020,115678000.0,-136995000.0,-21317000.0,-222505000.0,-243822000.0,-6402000.0,-323000.0,-250316000,-250316000,2812500.0,2812500.0,-17552000.0,
GMII,11795036,2021,232944000.0,-201445000.0,31499000.0,-291444000.0,-259945000.0,-44090000.0,-242000.0,-294387000,-294387000,588296.0,588296.0,-19091000.0,
GMII,11795036,2022,461083000.0,-320016000.0,141067000.0,-423646000.0,-282579000.0,-21505000.0,-533000.0,-165742000,-165742000,10301880.0,10301880.0,-28896000.0,
GMII,11795036,2023,602066000.0,-392898000.0,209168000.0,-425926000.0,-216758000.0,-25409000.0,933000.0,-295668000,-295668000,10933126.0,10933126.0,-22365000.0,
GMII,11795036,2024,621272000.0,-377243000.0,244029000.0,-408503000.0,-164474000.0,-34213000.0,2006000.0,-224087000,-224087000,11308232.0,11308232.0,-16522000.0,
GMRE,998353,2020,93730000.0,,,-77549000.0,16181000.0,-18680000.0,,-1925000,-7747000,9251200.0,9251200.0,,-36353000.0
GMRE,998353,2021,115936000.0,,,-78967000.0,36969000.0,-19696000.0,,17622000,11800000,12840800.0,12840800.0,,-46875000.0
GMRE,998353,2022,137283000.0,,,-98456000.0,38827000.0,-25230000.0,,19142000,13320000,13092400.0,13092400.0,,-56723000.0
GMRE,998353,2023,141049000.0,,,-103070000.0,37979000.0,-30893000.0,,20612000,14790000,13110000.0,13110000000.0,,-58135000.0
GMRE,998353,2024,138780000.0,,,-105733000.0,33047000.0,-28689000.0,,6633000,811000,13187200.0,13187200.0,,-55359000.0
GMS,6767481,2020,3241307000.0,-2178093000.0,1063214000.0,-900614000.0,162600000.0,-67718000.0,-22944000.0,23381000,23381000,41853000.0,42504000.0,,-116533000.0
GMS,6767481,2021,3298823000.0,-2236120000.0,1062703000.0,-871754000.0,190949000.0,-53786000.0,-31534000.0,105560000,105560000,42765000.0,43343000.0,,-108125000.0
GMS,6767481,2022,4634875000.0,-3146600000.0,1488275000.0,-1069357000.0,418918000.0,-58097000.0,-91377000.0,273442000,273442000,43075000.0,43898000.0,,-119232000.0
GMS,6767481,2023,5329252000.0,-3603307000.0,1725945000.0,-1220734000.0,505211000.0,-65843000.0,-114512000.0,332991000,332991000,41904000.0,42592000.0,,-126907000.0
GMS,6767481,2024,5501907000.0,-3726806000.0,1775101000.0,-1332261000.0,442840000.0,-75461000.0,-98087000.0,276079000,276079000,40229000.0,40906000.0,,-133362000.0
GMTX,15337159,2020,,,,-34040000.0,-34040000.0,-6789000.0,,-40837000,-40837000,3208802.0,,-28170000.0,
GMTX,15337159,2021,,,,-30933000.0,-30933000.0,14000.0,,-35969000,-35969000,878407.0,878407.0,-25170000.0,
GMTX,15337159,2022,,,,-47475000.0,-47475000.0,709000.0,,-46827000,-46827000,1039490.0,1039490.0,-33437000.0,
GMTX,15337159,2023,,,,-91125000.0,-91125000.0,14797000.0,-99000.0,-76429000,-76429000,22315877.0,22315877.0,-69264000.0,
GMTX,15337159,2024,,,,-129720000.0,-129720000.0,20720000.0,-355000.0,-109357000,-109357000,27606022.0,27606022.0,-96671000.0,
GNE,10656476,2020,356930000.0,-261877000.0,95053000.0,-71784000.0,23269000.0,-138000.0,-7631000.0,13155000,11674000,26109000.0,26813000.0,,
GNE,10656476,2021,323269000.0,-231631000.0,91638000.0,-67549000.0,24089000.0,-393000.0,-7522000.0,29214000,27536000,25879000.0,26316000.0,,
GNE,10656476,2022,315539000.0,-160757000.0,154782000.0,-74962000.0,79820000.0,706000.0,-21037000.0,87805000,85866000,25629000.0,26366000.0,,
GNE,10656476,2023,428708000.0,-282502000.0,146206000.0,-91109000.0,55097000.0,4977000.0,-4239000.0,19538000,19205000,25553000.0,26062000.0,,
GNE,10656476,2024,425202000.0,-286719000.0,138483000.0,-93396000.0,45087000.0,6608000.0,-4667000.0,12588000,12588000,26763000.0,27163000.0,,
GNK,2416221,2020,355560000.0,-244405000.0,111155000.0,-103702000.0,7453000.0,-21385000.0,,-225573000,-225573000,41907597.0,41907597.0,,-65168000.0
GNK,2416221,2021,547129000.0,-82089000.0,465040000.0,-268849000.0,196191000.0,-15203000.0,,182007000,182007000,42060996.0,42588871.0,,-56231000.0
GNK,2416221,2022,536934000.0,-102779000.0,434155000.0,-266917000.0,167238000.0,,,158576000,158576000,42412722.0,42915496.0,,-60190000.0
GNK,2416221,2023,383825000.0,-101114000.0,282711000.0,-246839000.0,35872000.0,,,-12870000,-12870000,42766262.0,42766262.0,,-66465000.0
GNK,2416221,2024,423016000.0,-106281000.0,316735000.0,-239559000.0,77176000.0,,,76401000,76401000,43054459.0,43650499.0,,-68666000.0
GNL,949685,2020,330104000.0,-32372000.0,297732000.0,-197673000.0,100059000.0,-71804000.0,-4969000.0,10778000,-7775000,89474000.0,89474000.0,,-138543000.0
GNL,949685,2021,391228000.0,-32746000.0,358482000.0,-230387000.0,128095000.0,-94345000.0,-12152000.0,11366000,-8698000,98284000.0,98284000.0,,-163076000.0
GNL,949685,2022,378857000.0,-32877000.0,345980000.0,-223957000.0,122023000.0,-97510000.0,-11032000.0,12023000,-8363000,103686000.0,103686000.0,,-154026000.0
GNL,949685,2023,515070000.0,-67839000.0,447231000.0,-308038000.0,139193000.0,-179411000.0,-14475000.0,-211910000,-239348000,142584332.0,142584332.0,,-222271000.0
GNL,949685,2024,805010000.0,-142497000.0,662513000.0,-416608000.0,245905000.0,-326932000.0,-4445000.0,-131572000,-175316000,230440385.0,230440385.0,,-349943000.0
GNPX,11034792,2020,,,,-17961581.0,-17961581.0,18811.0,,-17942770,-17942770,17761.0,17761.0,-7302923.0,-22777.0
GNPX,11034792,2021,,,,-20670102.0,-20670102.0,5133.0,,-20664969,-20664969,23549.0,23549.0,-8970865.0,-22534.0
GNPX,11034792,2022,,,,-23830719.0,-23830719.0,90098.0,,-23740621,-23740621,23977.0,23977.0,-11510074.0,-25575.0
GNPX,11034792,2023,,,,-31056894.0,-31056894.0,215109.0,,-30860461,-30860461,27355.0,27355.0,-17616605.0,-15004.0
GNPX,11034792,2024,,,,-21174167.0,-21174167.0,63574.0,,-21388282,-21388282,80120.0,80120.0,-10535446.0,-6693.0
GNRC,1048511,2020,2485200000.0,-1527546000.0,957654000.0,-477137000.0,480517000.0,-32991000.0,-98973000.0,350576000,350576000,62280889.0,63737734.0,-80251000.0,-32280000.0
GNRC,1048511,2021,3737184000.0,-2377102000.0,1360082000.0,-617481000.0,742601000.0,-32953000.0,-134957000.0,550494000,550494000,62690437.0,64208116.0,-104303000.0,-49886000.0
GNRC,1048511,2022,4564737000.0,-3042733000.0,1522004000.0,-955674000.0,566330000.0,-54826000.0,-99596000.0,399502000,399502000,63117007.0,64681357.0,-159774000.0,-103320000.0
GNRC,1048511,2023,4022667000.0,-2657236000.0,1365431000.0,-979232000.0,386199000.0,-97627000.0,-73180000.0,214606000,214606000,61265060.0,62058387.0,-173443000.0,-104194000.0
GNRC,1048511,2024,4295834000.0,-2630208000.0,1665626000.0,-1128884000.0,536742000.0,-89713000.0,-92460000.0,316315000,316315000,59559797.0,60350412.0,-219600000.0,-97743000.0
GNSS,10656720,2020,43010000.0,-20371000.0,22639000.0,-16598000.0,6041000.0,,5706000.0,11874000,11874000,33221000.0,34092000.0,-4554000.0,
GNSS,10656720,2021,47003000.0,-23577000.0,23426000.0,-22342000.0,1084000.0,,-434000.0,704000,704000,34409000.0,35589000.0,-4918000.0,
GNSS,10656720,2022,54035000.0,-26759000.0,27276000.0,-29645000.0,-2369000.0,,-741000.0,-16212000,-16212000,36495012.0,36495012.0,-7010000.0,
GNTX,327200,2020,1688189405.0,-1082745885.0,605443520.0,-205887428.0,399556092.0,,-64249308.0,347563621,347563621,242599923.0,243681992.0,-115935047.0,
GNTX,327200,2021,1731169929.0,-1111462082.0,619707847.0,-209925869.0,409781978.0,,-55554504.0,360797232,360797232,233831653.0,240512557.0,-117763676.0,
GNTX,327200,2022,1918958043.0,-1309143858.0,609814185.0,-239808059.0,370006126.0,,-50965724.0,318757352,318757352,230825293.0,231219489.0,-133308804.0,
GNTX,327200,2023,2299215044.0,-1536585036.0,762630008.0,-266898955.0,495731053.0,,-76577902.0,428403272,428403272,229405479.0,229720198.0,-154359700.0,
GNTX,327200,2024,2313314333.0,-1542224143.0,771090190.0,-302498913.0,468591277.0,,-67725940.0,404487743,404487743,225710698.0,226023482.0,-181475221.0,
GO,998534,2020,3134640000.0,-2161293000.0,973347000.0,-865972000.0,107375000.0,-20043000.0,19579000.0,106713000,106713000,91818000.0,98452000.0,,-55479000.0
GO,998534,2021,3079582000.0,-2130796000.0,948786000.0,-859691000.0,89095000.0,-15564000.0,-15191000.0,62310000,62310000,95955000.0,99169000.0,,
GO,998534,2022,3578101000.0,-2486002000.0,1092099000.0,-997109000.0,94990000.0,-17967000.0,-10697000.0,65052000,65052000,96812000.0,100162000.0,,
GO,998534,2023,3969453000.0,-2727774000.0,1241679000.0,-1115897000.0,125782000.0,-16361000.0,-24644000.0,79437000,79437000,98709000.0,100831000.0,,
GO,998534,2024,4371501000.0,-3049564000.0,1321937000.0,-1243610000.0,78327000.0,-22156000.0,-16706000.0,39465000,39465000,98707000.0,99615000.0,,
GOCO,1340517,2020,877350000.0,-199202000.0,678148000.0,-557497000.0,120651000.0,-32969000.0,-43000.0,-44267000,-44267000,7066000.0,7673501.0,,-94056000.0
GOED,10656698,2020,55134000.0,-47879000.0,7255000.0,-21688000.0,-14433000.0,-868000.0,-698000.0,-21568000,-21568000,109272.0,109272.0,,-550000.0
GOED,10656698,2021,345725000.0,-275922000.0,69803000.0,-70820000.0,-1017000.0,-3587000.0,-102000.0,-7582000,-7582000,2127747.0,2127747.0,,-6557000.0
GOED,10656698,2022,534474000.0,-444957000.0,89517000.0,-108719000.0,-19202000.0,-3422000.0,8409000.0,-125965000,-125965000,2109398000.0,2109398000.0,,-11456000.0
GOEV,1104613,2020,2550000.0,-670000.0,1880000.0,-201598000.0,-199718000.0,-10479000.0,-2000.0,-86686000,-86686000,240072.0,240072.0,-142862000.0,-7125000.0
GOEV,1104613,2021,,,,-449902.0,-449902.0,103.0,,-346768,-346768,493568.0,493568.0,-246245.0,-8921.0
GOEV,1104613,2022,,,,-506801000.0,-506801000.0,-2249000.0,,-487694000,-487694000,13488400.0,13488400.0,-299218000.0,-11554000.0
GOEV,1104613,2023,886000.0,-2374000.0,-1488000.0,-266331000.0,-267819000.0,-5537000.0,,-302021000,-302621000,28809950.0,28809950.0,-139193000.0,-13843000.0
GOGO,6767581,2020,269718000.0,-84372000.0,185346000.0,-108995000.0,76351000.0,-125065000.0,146000.0,-250036000,-250036000,82266000.0,82266000.0,-25227000.0,-14166000.0
GOGO,6767581,2021,335716000.0,-102195000.0,233521000.0,-112895000.0,120626000.0,-67281000.0,187230000.0,152735000,152735000,103400000.0,127205000.0,-24874000.0,-15482000.0
GOGO,6767581,2022,404067000.0,-135900000.0,268167000.0,-125841000.0,142326000.0,-36486000.0,-13658000.0,92059000,92059000,123268000.0,133923000.0,-29587000.0,-12580000.0
GOGO,6767581,2023,397577000.0,-132951000.0,264626000.0,-140461000.0,124165000.0,-25653000.0,48075000.0,145678000,145678000,129753000.0,133283000.0,-36683000.0,-16701000.0
GOGO,6767581,2024,444709000.0,-166603000.0,278106000.0,-226835000.0,51271000.0,-30095000.0,-4388000.0,13746000,13746000,128533.0,131455.0,-44772000.0,-18972000.0
GOLF,370220,2020,1612169000.0,-782333000.0,829836000.0,-671174000.0,158662000.0,-15630000.0,-13038000.0,96006000,96006000,74494310.0,75060610.0,-48942000.0,-11629000.0
GOLF,370220,2021,2147930000.0,-1029493000.0,1118437000.0,-858625000.0,259812000.0,-7709000.0,-63583000.0,178873000,178873000,74533652.0,75301431.0,-55335000.0,-7868000.0
GOOD,106972,2020,133152000.0,,,-96234000.0,36918000.0,-26803000.0,,14938000,3149000,34040085.0,34040085.0,,-55424000.0
GOOD,106972,2021,137688000.0,,,-101654000.0,36034000.0,-26887000.0,,10935000,-3392000,36768779.0,36768779.0,,-59149000.0
GOOG,18,2020,182527000000.0,-84732000000.0,97795000000.0,-56571000000.0,41224000000.0,,-7813000000.0,40269000000,40269000000,13616320000.0,14664200000.0,-27573000000.0,
GOOG,18,2021,257637000000.0,-110939000000.0,146698000000.0,-67984000000.0,78714000000.0,,-14701000000.0,76033000000,76033000000,13315160000.0,13530380000.0,-31562000000.0,
GOOG,18,2022,282836000000.0,-126203000000.0,156633000000.0,-81791000000.0,74842000000.0,,-11356000000.0,59972000000,59972000000,13352993991.0,13553473900.0,-39500000000.0,
GOOG,18,2023,307394000000.0,-133332000000.0,174062000000.0,-89769000000.0,84293000000.0,,-11922000000.0,73795000000,73795000000,12581000000.0,12696000000.0,-45427000000.0,
GOOG,18,2024,350018000000.0,-146306000000.0,203712000000.0,-91322000000.0,112390000000.0,,-19697000000.0,100118000000,100118000000,12581000000.0,12696000000.0,-49326000000.0,
GORO,9076056,2020,90692000.0,-78205000.0,12487000.0,-13117000.0,-630000.0,,-5573000.0,4359000,4359000,69902708.0,70686243.0,-2485000.0,
GORO,9076056,2021,125196000.0,-88449000.0,36747000.0,-12606000.0,24141000.0,,-9615000.0,8028000,8028000,75301253.0,75608627.0,-4831000.0,
GORO,9076056,2022,138724000.0,-80949000.0,57775000.0,-42274000.0,15501000.0,,-8559000.0,-6321000,-6321000,88368250.0,88368250.0,-4244000.0,-27226000.0
GORO,9076056,2023,97728000.0,-76143000.0,21585000.0,-38331000.0,-16746000.0,,5735000.0,-16017000,-16017000,88514243.0,88514243.0,-4167000.0,-26126000.0
GOSS,10656692,2020,,,,-210582000.0,-210582000.0,-9224000.0,,-243360000,-243360000,68510260.0,68510260.0,-160854000.0,
GOSS,10656692,2021,,,,-216049000.0,-216049000.0,-18679000.0,,-234004000,-234004000,74843482.0,74843482.0,-170267000.0,
GOSS,10656692,2022,,,,-218528000.0,-218528000.0,-12297000.0,,-229378000,-229378000,84574869.0,84574869.0,-170919000.0,
GOSS,10656692,2023,,,,-173759000.0,-173759000.0,-11514000.0,,-179817000,-179817000,152621669.0,152621669.0,-135304000.0,
GOSS,10656692,2024,114701000.0,,,-174620000.0,-59919000.0,-9738000.0,-893000.0,-56528000,-56528000,226228016.0,226228016.0,-138487000.0,
GOVX,11035577,2020,1823658.0,,,-4640473.0,-2816815.0,-141253.0,,-2958068,-2958068,92281.0,92281.0,-2444459.0,
GOVX,11035577,2021,385501.0,,,-19131324.0,-18745823.0,3450.0,,-18570317,-18570317,406866.0,406866.0,-15554171.0,
GOVX,11035577,2022,81526.0,,,-14110090.0,-14028564.0,7439.0,,-14021125,-14021125,1132112.0,1132112.0,-9123479.0,
GPC,115285,2020,16537433000.0,-10882592000.0,5654841000.0,-4683158000.0,971683000.0,-91048000.0,-215973000.0,-29102000,-29102000,144474000.0,145115000.0,,-272842000.0
GPC,115285,2021,18870510000.0,-12236374000.0,6634136000.0,-5371640000.0,1262496000.0,-62150000.0,-301556000.0,898790000,898790000,142871000.0,143589000.0,,-290971000.0
GPC,115285,2022,22095973000.0,-14355869000.0,7740104000.0,-6093615000.0,1646489000.0,-73887000.0,-389901000.0,1182701000,1182701000,142322000.0,142322000.0,,-347819000.0
GPC,115285,2023,23090610000.0,-14799938000.0,8290672000.0,-6483855000.0,1806817000.0,-64469000.0,-425824000.0,1316524000,1316524000,140367000.0,141034000.0,,-350529000.0
GPC,115285,2024,23486569000.0,-14962954000.0,8523615000.0,-7037300000.0,1486315000.0,-96827000.0,-271892000.0,904076000,904076000,139208000.0,139670000.0,,-407978000.0
GPCR,15042577,2021,,,,-37696000.0,-37696000.0,,-231000.0,-38049000,-34292000,9063000.0,9584000000.0,-29111000.0,
GPCR,15042577,2022,,,,-52561000.0,-52561000.0,,-17000.0,-51321000,-52836000,9584000.0,9584000000.0,-36193000.0,
GPCR,15042577,2023,,,,-102775000.0,-102775000.0,,-236000.0,-89620000,-89620000,110198000.0,110198000000.0,-70103000.0,
GPCR,15042577,2024,,,,-158228000.0,-158228000.0,,-310000.0,-122526000,-122526000,157922000.0,157922000.0,-108814000.0,
GPI,6767431,2020,10600200000.0,-8866200000.0,1734000000.0,-1211700000.0,522300000.0,-101100000.0,-84200000.0,286400000,286400000,17754666.0,17806578.0,,-73500000.0
GPI,6767431,2021,13481900000.0,-11041300000.0,2440600000.0,-1554600000.0,886000000.0,-83400000.0,-175500000.0,552100000,552100000,17655365.0,17722212.0,,-77400000.0
GPI,6767431,2022,16222100000.0,-13257000000.0,2965100000.0,-1871700000.0,1093400000.0,-104800000.0,-231100000.0,751500000,751500000,15400000.0,15500000.0,,-88400000.0
GPI,6767431,2023,17873700000.0,-14853400000.0,3020300000.0,-2018800000.0,1001500000.0,-163900000.0,-198200000.0,601600000,601600000,13700000.0,13734799.0,,-92000000.0
GPI,6767431,2024,19934400000.0,-16693300000.0,3241100000.0,-2282300000.0,958800000.0,-249800000.0,-161500000.0,498300000,498300000,13200000.0,13249884.0,,-113100000.0
GPK,6480946,2020,6560000000.0,-5460000000.0,1100000000.0,-576000000.0,524000000.0,-129000000.0,-42000000.0,167000000,167000000,278800000.0,279600000.0,,
GPK,6480946,2021,7156000000.0,-6085000000.0,1071000000.0,-528000000.0,543000000.0,-123000000.0,-74000000.0,204000000,204000000,297100000.0,297900000.0,,
GPK,6480946,2022,9440000000.0,-7610000000.0,1830000000.0,-774000000.0,1056000000.0,-197000000.0,-194000000.0,522000000,522000000,308300000.0,308300000.0,,
GPK,6480946,2023,9428000000.0,-7311000000.0,2117000000.0,-805000000.0,1312000000.0,-239000000.0,-210000000.0,723000000,723000000,308200000.0,309100000.0,,
GPK,6480946,2024,8807000000.0,-6845000000.0,1962000000.0,-774000000.0,1188000000.0,-230000000.0,-229000000.0,658000000,658000000,304000000.0,305100000.0,,
GPN,182201,2020,7423558000.0,-3650727000.0,3772831000.0,-2878878000.0,893953000.0,-299997000.0,-77153000.0,584520000,584520000,299222000.0,300516000.0,,
GPN,182201,2021,8523762000.0,-3773725000.0,4750037000.0,-3391161000.0,1358876000.0,-314331000.0,-169034000.0,965460000,965460000,291502000.0,292507000.0,,
GPN,182201,2022,8975515000.0,-3778617000.0,5196898000.0,-3524578000.0,1672320000.0,-415829000.0,-166694000.0,111493000,111493000,291502000.0,292507000.0,,
GPN,182201,2023,9654419000.0,-3727521000.0,5926898000.0,-4073768000.0,1853130000.0,-546439000.0,-209020000.0,986233000,986233000,261126000.0,261698000.0,,
GPN,182201,2024,10105894000.0,-3760116000.0,6345778000.0,-4285307000.0,2060471000.0,-464818000.0,-295133000.0,1570365000,1570365000,254291000.0,254845000.0,,
GPOR,785453,2020,866542000.0,,,-868982000.0,-2440000.0,-120079000.0,-7290000.0,-1625133000,-1625133000,160231335.0,160231335.0,,-239744000.0
GPOR,785453,2021,535765000.0,,,-472664000.0,63101000.0,-40853000.0,39000.0,-112829000,-117402000,20598000.0,20598000.0,,-160913000.0
GPOR,785453,2022,1331112000.0,,,-785240000.0,545872000.0,-59773000.0,,494701000,412856000,18868000.0,19049000.0,,-267761000.0
GPOR,785453,2023,1791702000.0,,,-809311000.0,982391000.0,-57069000.0,525156000.0,1470916000,1253716000,18193000.0,18604000.0,,-319715000.0
GPP,11818561,2020,83345000.0,,,-34137000.0,49208000.0,-8513000.0,-212000.0,41147000,41147000,23149000.0,23149000.0,,-3806000.0
GPP,11818561,2021,78452000.0,,,-31210000.0,47242000.0,-7392000.0,-188000.0,40362000,40362000,23185000.0,23185000.0,,-3737000.0
GPRE,627777,2020,1923719000.0,-1812163000.0,111556000.0,-189301000.0,-77745000.0,-39334000.0,50383000.0,-108775000,-108775000,34631000.0,34631000.0,,-78244000.0
GPRE,627777,2021,2827168000.0,-2625109000.0,202059000.0,-206152000.0,-4093000.0,-66569000.0,-1845000.0,-65992000,-65992000,50482000.0,50482000.0,,-91952000.0
GPRE,627777,2022,3662849000.0,-3550169000.0,112680000.0,-211628000.0,-98948000.0,-27365000.0,-4747000.0,-127218000,-127218000,55541000.0,55541000.0,,-92698000.0
GPRE,627777,2023,3295743000.0,-3130992000.0,164751000.0,-231594000.0,-66843000.0,-25996000.0,5617000.0,-93384000,-93384000,58814000.0,58814000.0,,-98244000.0
GPRE,627777,2024,2458796000.0,-2328346000.0,130450000.0,-208632000.0,-78182000.0,-25535000.0,-6212000.0,-82497000,-82497000,63796000.0,63796000.0,,-90587000.0
