Ticker,SimFinId,Fiscal_Year,Revenue,Cost_of_Revenue,Gross_Profit,Operating_Expenses,Operating_Income,Net_Interest_Expense,Net_Income_Tax,Net_Income,Common_Net_Income,Basic_Shares,Diluted_Shares,Research_Development,Depreciation_Amortization
ARAV,11033773,2022,9137000.0,,,-79974000.0,-70837000.0,653000.0,,-76322000,-76322000,36372000.0,36372000.0,-66938000.0,
ARAY,173115,2020,382928000.0,-233207000.0,149721000.0,-137182000.0,12539000.0,,-1863000.0,3827000,3827000,89874000.0,90623000.0,-49784000.0,
ARAY,173115,2021,396289000.0,-236782000.0,159507000.0,-137272000.0,22235000.0,,-1752000.0,-6311000,-6311000,92031000.0,92031000.0,-52729000.0,
ARAY,173115,2022,429909000.0,-269954000.0,159955000.0,-151807000.0,8148000.0,-8129000.0,-3345000.0,-5347000,-5347000,92095000.0,92095000.0,-57752000.0,
ARAY,173115,2023,447605000.0,-293645000.0,153960000.0,-151578000.0,2382000.0,-10632000.0,-2492000.0,-9280000,-9280000,94884000.0,94884000.0,-57129000.0,
ARAY,173115,2024,446551000.0,-303630000.0,142921000.0,-142417000.0,504000.0,-11624000.0,-3725000.0,-15545000,-15545000,98272000.0,98272000.0,-49732000.0,
ARC,10656688,2020,289467000.0,-196558000.0,92909000.0,-80516000.0,12393000.0,-3908000.0,-2749000.0,6188000,6188000,42925000.0,43021000.0,,-1500000.0
ARC,10656688,2021,272208000.0,-184558000.0,87650000.0,-72521000.0,15129000.0,-2147000.0,-4181000.0,9143000,9143000,42164000.0,42732000.0,,-199000.0
ARC,10656688,2022,286010000.0,-190013000.0,95997000.0,-77641000.0,18356000.0,-1796000.0,-5832000.0,11094000,11094000,42214000.0,43280000.0,,-97000.0
ARC,10656688,2023,281201000.0,-186800000.0,94401000.0,-76374000.0,18027000.0,-1633000.0,-4387000.0,8235000,8235000,42543000.0,43484000.0,,-41000.0
ARCB,822441,2020,2940163000.0,,,-2841885000.0,98278000.0,-8081000.0,-21396000.0,71100000,71100000,25410232.0,26422523.0,,
ARCB,822441,2021,3766185000.0,,,-3489207000.0,276978000.0,-7688000.0,-62628000.0,213521000,213521000,25211666.0,26467420.0,,
ARCB,822441,2022,5029008000.0,,,-4634482000.0,394526000.0,-3853000.0,-93655000.0,298209000,298209000,25471939.0,26772126.0,,
ARCB,822441,2023,4427443000.0,,,-4254824000.0,172619000.0,5634000.0,-44751000.0,195433000,195433000,24018801.0,24634617.0,,
ARCB,822441,2024,4179019000.0,,,-3934585000.0,244434000.0,2638000.0,-45353000.0,173961000,173961000,23553410.0,23820175.0,,
ARCC,10383314,2021,299000000.0,,,-22000000.0,277000000.0,-105000000.0,,123000000,123000000,446000000.0,446000000.0,,
ARCC,10383314,2022,607000000.0,,,-24000000.0,583000000.0,-299000000.0,,155000000,155000000,498000000.0,518000000.0,,
ARCH,646016,2020,1467592000.0,-1378479000.0,89113000.0,-181703000.0,-92590000.0,-10624000.0,7000.0,-344615000,-344615000,15153000.0,15153000.0,,-121552000.0
ARCH,646016,2021,2208042000.0,-1579836000.0,628206000.0,-217495000.0,410711000.0,,-1874000.0,337573000,337573000,15318000.0,17579000.0,,-120327000.0
ARCH,646016,2022,3724593000.0,-2338863000.0,1385730000.0,-257324000.0,1128406000.0,,251926000.0,1330914000,1330914000,17136000.0,20985000.0,,-133300000.0
ARCH,646016,2023,3145843000.0,-2341956000.0,803887000.0,-234691000.0,569196000.0,,-87514000.0,464038000,464038000,18233000.0,19183000.0,,-146418000.0
ARCO,18829766,2020,1984219000.0,-1133673000.0,850546000.0,-917300000.0,-66754000.0,-33392000.0,-17532000.0,-149451000,-149451000,208378442.0,208666407.0,,
ARCO,18829766,2021,2659941000.0,-1432312000.0,1227629000.0,-1088110000.0,139519000.0,-49546000.0,-31933000.0,45486000,45486000,210386761.0,210541563.0,,
ARCO,18829766,2022,3618902000.0,-1964085000.0,1654817000.0,-1390395000.0,264422000.0,-43750000.0,-85476000.0,140343000,140343000,210552173.0,210627098.0,,
ARCO,18829766,2023,4331878000.0,-2331121000.0,2000757000.0,-1686718000.0,314039000.0,-32275000.0,-95702000.0,181274000,181274000,210632812.0,210632812.0,,
ARCO,18829766,2024,4470162000.0,-2380138000.0,2090024000.0,-1765509000.0,324515000.0,-47238000.0,-109903000.0,148759000,148759000,210660590.0,210660590.0,,
ARCT,11795244,2020,9539000.0,,,-81063000.0,-71524000.0,-361000.0,,-72148000,-72148000,20305000.0,20305000.0,-57846000.0,
ARCT,11795244,2021,12359000.0,,,-215211000.0,-202852000.0,-1921000.0,,-203674000,-203674000,26317000.0,26317000.0,-173760000.0,
ARCT,11795244,2022,205999000.0,,,-193822000.0,12177000.0,-420000.0,-1295000.0,9349000,9349000,26445000.0,27093000.0,-147751000.0,
ARCT,11795244,2023,166799000.0,,,-245004000.0,-78205000.0,16591000.0,-1835000.0,-29725000,-29725000,26628000.0,26628000.0,-192133000.0,
ARCT,11795244,2024,152310000.0,,,-247979000.0,-95669000.0,15195000.0,4000.0,-80941000,-80941000,27000000.0,27000000.0,-195156000.0,
ARD,9076317,2020,6731.0,-5679.0,1052.0,-350.0,702.0,,-63.0,107,107,236400000.0,236400000.0,,
ARDX,6767767,2020,7571000.0,-145000.0,7426000.0,-98206000.0,-90780000.0,-5099000.0,-2000.0,-94313000,-94313000,89582138.0,89582138.0,-65053000.0,
ARDX,6767767,2021,10097000.0,-1000000.0,9097000.0,-163443000.0,-154346000.0,-4502000.0,-4000.0,-158165000,-158165000,104205645.0,104205645.0,-91140000.0,
ARDX,6767767,2022,52158000.0,-4117000.0,48041000.0,-111800000.0,-63759000.0,-3400000.0,-8000.0,-67207000,-67207000,158690083.0,158690083.0,-35201000.0,
ARDX,6767767,2023,124456000.0,-17795000.0,106661000.0,-169937000.0,-63276000.0,-4950000.0,-547000.0,-66067000,-66067000,219331253.0,219331253.0,-35536000.0,
ARDX,6767767,2024,333615000.0,-50556000.0,283059000.0,-311009000.0,-27950000.0,-13006000.0,-266000.0,-39136000,-39136000,235232927.0,235232927.0,-52317000.0,
ARE,445788,2020,1885637000.0,-530224000.0,1355413000.0,-831445000.0,523968000.0,-171609000.0,,770959000,781127000,126106000.0,126490000.0,,-698104000.0
ARE,445788,2021,2114150000.0,-623555000.0,1490595000.0,-972522000.0,518073000.0,-142165000.0,,571247000,579095000,150854000.0,151561000.0,,-821061000.0
ARE,445788,2022,2588962000.0,-783153000.0,1805809000.0,-1179424000.0,626385000.0,-94203000.0,,521660000,530052000,161659000.0,161659000.0,,-1002146000.0
ARE,445788,2023,2885699000.0,-859180000.0,2026519000.0,-1292827000.0,733692000.0,-74204000.0,,103639000,114834000,170909000.0,170909000.0,,-1093473000.0
ARE,445788,2024,3116394000.0,-909265000.0,2207129000.0,-1370739000.0,836390000.0,-185838000.0,,322949000,336343000,172071000.0,172071000.0,,-1202380000.0
AREC,12444639,2020,1059691.0,-3749519.0,-2689828.0,-11218684.0,-13908512.0,-3177437.0,,-10255763,-10255763,29359993.0,29359993.0,-3998885.0,-2298703.0
AREC,12444639,2021,7755306.0,-7088951.0,666355.0,-26656740.0,-25990385.0,-3929284.0,,-32504323,-32504323,55222768.0,55222768.0,-18098670.0,-1980026.0
ARES,10383304,2020,1764046000.0,,,-1430367000.0,333679000.0,160499000.0,-54993000.0,296400000,152142000,135065436.0,149508498.0,,
ARHS,1397113,2020,507429000.0,-307925000.0,199504000.0,-168616000.0,30888000.0,-13057000.0,-783000.0,6082000,6082000,140063217.0,140063217.0,,
ARHS,1397113,2021,796922000.0,-466989000.0,329933000.0,-296117000.0,33816000.0,-5432000.0,10144000.0,21117000,21117000,116013492.0,119521442.0,,
ARHS,1397113,2022,1228928000.0,-703869000.0,525059000.0,-340388000.0,184671000.0,-3387000.0,-45944000.0,136634000,136634000,116013492.0,119521442.0,,
ARHS,1397113,2023,1287704000.0,-747281000.0,540423000.0,-376112000.0,164311000.0,3351000.0,-43450000.0,125239000,125239000,139471110.0,140096732.0,,
ARHS,1397113,2024,1271107000.0,-769878000.0,501229000.0,-415426000.0,85803000.0,3163000.0,-22372000.0,68550000,68550000,140072148.0,140692000.0,,
ARIS,11795246,2020,171472000.0,-139458000.0,32014000.0,-24310000.0,7704000.0,-7674000.0,-23000.0,7000,-4328000,21622185.0,19421656.0,,
ARIS,11795246,2021,229251000.0,-151681000.0,77570000.0,-19614000.0,57956000.0,-25473000.0,-298000.0,1091000,1112000,20888675.0,20888675.0,10309000.0,
ARIS,11795246,2022,321001000.0,-139480000.0,181521000.0,-115647000.0,65874000.0,-29185000.0,-524000.0,1700000,1700000,24070934.0,24146215.0,-691000.0,-67524000.0
ARIS,11795246,2023,392118000.0,-177973000.0,214145000.0,-128976000.0,85169000.0,-32853000.0,-7494000.0,18888000,18888000,30037681.0,30037681.0,-3120000.0,-76632000.0
ARIS,11795246,2024,435444000.0,-178396000.0,257048000.0,-149777000.0,107271000.0,-36233000.0,-10341000.0,26857000,26857000,30575739.0,30877637.0,-3034000.0,-79159000.0
ARKO,11795184,2020,4010232000.0,-3219448000.0,790784000.0,-710470000.0,80314000.0,-49905000.0,1499000.0,13710000,10433000,71074000.0,71074000.0,,-74396000.0
ARKO,11795184,2021,7417398000.0,-6419401000.0,997997000.0,-855915000.0,142082000.0,-71207000.0,-11634000.0,59198000,53463000,124412000.0,125437000.0,,-97194000.0
ARKO,11795184,2022,9142799000.0,-8003074000.0,1139725000.0,-972711000.0,167014000.0,-59405000.0,-35557000.0,71747000,65997000,121476000.0,123224000.0,,-101752000.0
ARKO,11795184,2023,9412731000.0,-8128963000.0,1283768000.0,-1165754000.0,118014000.0,-71243000.0,-12166000.0,34369000,28619000,118782000.0,119605000.0,,-127597000.0
ARKO,11795184,2024,8731962000.0,-7459472000.0,1272490000.0,-1178464000.0,94026000.0,-67161000.0,-6144000.0,20845000,15095000,116139000.0,116949000.0,,-132414000.0
ARKR,952460,2020,106490000.0,-28583000.0,77907000.0,-85339000.0,-7432000.0,-1295000.0,4385000.0,-4688000,-4688000,3500000.0,3500000.0,,-4056000.0
ARKR,952460,2021,131870000.0,-81529000.0,50341000.0,-44944000.0,5397000.0,-1179000.0,-1181000.0,12895000,12895000,3516000.0,3604000.0,,-3630000.0
ARKR,952460,2022,183674000.0,-112573000.0,71101000.0,-61237000.0,9864000.0,-1083000.0,-1448000.0,9281000,9281000,3556000.0,3603000.0,,-4297000.0
ARKR,952460,2023,184793000.0,-49624000.0,135169000.0,-130009000.0,5160000.0,-906000.0,64000.0,-5928000,-5928000,3601000.0,3601000.0,,-4310000.0
ARKR,952460,2024,183545000.0,-115363000.0,68182000.0,-65100000.0,3082000.0,-577000.0,815000.0,-3896000,-3896000,3604000.0,3604000.0,,-4090000.0
ARL,9075760,2022,37544000.0,,,-38058000.0,-514000.0,-17529000.0,-98108000.0,373349000,373349000,16152043.0,16152043.0,,-9686000.0
ARL,9075760,2023,50500000.0,,,-51553000.0,-1053000.0,-9502000.0,-1456000.0,3968000,3968000,16152043.0,16152043.0,,-13646000.0
ARL,9075760,2024,47318000.0,,,-45734000.0,1584000.0,-7838000.0,3607000.0,-14703000,-14703000,16152043.0,16152043.0,,-12276000.0
ARLO,1251690,2020,357154000.0,-301765000.0,55389000.0,-160253000.0,-104864000.0,802000.0,-625000.0,-101251000,-101251000,83809000.0,83809000.0,-60137000.0,
ARLO,1251690,2021,435137000.0,-327102000.0,108035000.0,-157461000.0,-49426000.0,11000.0,-677000.0,-56029000,-56029000,83809000.0,83809000.0,-59063000.0,
ARLO,1251690,2022,490414000.0,-354379000.0,136035000.0,-192914000.0,-56879000.0,926000.0,-975000.0,-56626000,-56626000,87173000.0,87173000.0,-64709000.0,
ARLO,1251690,2023,491176000.0,-323613000.0,167563000.0,-192466000.0,-24903000.0,3935000.0,-1175000.0,-22036000,-22036000,92754000.0,92754000.0,-68647000.0,
ARLO,1251690,2024,510886000.0,-323382000.0,187504000.0,-222396000.0,-34892000.0,5584000.0,-1092000.0,-30504000,-30504000,98630000.0,98630000.0,-73183000.0,
ARLP,786231,2020,1328129000.0,,,-1253978000.0,74151000.0,-45478000.0,-35000.0,-129220000,-129220000,127195219.0,127195219.0,,-313387000.0
ARLP,786231,2021,,,,,,,,182771000,182771000,127195219.0,127195219.0,,
ARLP,786231,2022,,,,,,,,586200000,586200000,127195219.0,127195219.0,,
ARLP,786231,2023,,,,-151000.0,-151000.0,57000.0,,630118000,630118000,127125437.0,127125437.0,,
ARLP,786231,2024,,,,-301000.0,-301000.0,94000.0,,360855000,360855000,127125437.0,127125437.0,,
ARMK,361112,2020,12829559000.0,-11993667000.0,835892000.0,-902211000.0,-66319000.0,-382800000.0,186284000.0,-461529000,-461529000,348781780.0,348781780.0,,-595195000.0
ARMK,361112,2021,12095965000.0,-11007080000.0,1088885000.0,-897441000.0,191444000.0,-401366000.0,40633000.0,-90833000,-90833000,354018465.0,356296790.0,,-550692000.0
ARMK,361112,2022,13687269000.0,-12615547000.0,1071722000.0,-656330000.0,415392000.0,-368178000.0,-8433000.0,194484000,194484000,356379890.0,358817490.0,,-397975000.0
ARMK,361112,2023,16083212000.0,-14774664000.0,1308548000.0,-683520000.0,625028000.0,-437476000.0,-116426000.0,447676000,447676000,260592000.0,262594000.0,,-409857000.0
ARMK,361112,2024,17400701000.0,-15975017000.0,1425684000.0,-719174000.0,706510000.0,-366716000.0,-102972000.0,262522000,262522000,263045000.0,266200000.0,,-435547000.0
ARMP,15337145,2020,823000.0,,,-22410000.0,-21587000.0,-600000.0,,-22181000,-22181000,16415012.0,16415012.0,-14444000.0,
ARMP,15337145,2021,4474000.0,,,-28296000.0,-23822000.0,-59000.0,,-23155000,-23155000,24104146.0,24104146.0,-20015000.0,
ARMP,15337145,2022,5508000.0,,,-42454000.0,-36946000.0,29000.0,,-36917000,-36917000,34294124.0,34294124.0,-35017000.0,
ARMP,15337145,2023,4529000.0,,,-45419000.0,-40890000.0,-2447000.0,,-69045000,-69045000,36075555.0,36075555.0,-33770000.0,
ARMP,15337145,2024,5174000.0,,,-47610000.0,-42436000.0,-10045000.0,,-18916000,-18916000,36160848.0,59059971.0,-34426000.0,
ARNA,826177,2020,319000.0,,,-426958000.0,-426639000.0,6529000.0,,-404734000,-404734000,54767000.0,54767000.0,-323740000.0,
ARNA,826177,2021,54000.0,,,-545715000.0,-545661000.0,-2731000.0,,-616433000,-616433000,61140000.0,61140000.0,-419509000.0,
ARNC,1195675,2020,5675000000.0,-4862000000.0,813000000.0,-615000000.0,198000000.0,-118000000.0,-1000000.0,-109000000,-109000000,109000000.0,109000000.0,-36000000.0,-251000000.0
ARNC,1195675,2021,7504000000.0,-6573000000.0,931000000.0,-601000000.0,330000000.0,-100000000.0,62000000.0,-397000000,-397000000,108700000.0,112100000.0,-34000000.0,-253000000.0
ARNC,1195675,2022,8961000000.0,-8032000000.0,929000000.0,-561000000.0,368000000.0,-104000000.0,11000000.0,-182000000,-182000000,105700000.0,108000000.0,-37000000.0,-237000000.0
AROC,998457,2020,874970000.0,-377193000.0,497777000.0,-298238000.0,199539000.0,-105716000.0,17537000.0,-68445000,-68445000,150828000.0,150828000.0,,-193138000.0
AROC,998457,2021,781461000.0,-358917000.0,422544000.0,-286113000.0,136431000.0,-108135000.0,-10744000.0,28217000,28217000,152158000.0,152297000.0,,-178946000.0
AROC,998457,2022,845568000.0,-419484000.0,426084000.0,-281443000.0,144641000.0,-101259000.0,-16293000.0,44296000,44296000,153281000.0,153410000.0,,-164259000.0
AROC,998457,2023,990337000.0,-449019000.0,541318000.0,-282880000.0,258438000.0,-111488000.0,-37249000.0,104998000,104998000,154126000.0,154344000.0,,-166241000.0
AROC,998457,2024,1157591000.0,-458501000.0,699090000.0,-332315000.0,366775000.0,-123610000.0,-60149000.0,172231000,172231000,162037000.0,162375000.0,,-193194000.0
ARPO,1841892,2020,14580000.0,,,-17129000.0,-2549000.0,-774000.0,2000.0,-3474000,-4461000,22511237.0,,-15008000.0,
ARPO,1841892,2021,1120000.0,,,-38181000.0,-37061000.0,-652000.0,2000.0,-110086000,-110733000,22511237.0,,-19670000.0,
ARPO,1841892,2022,15216000.0,-1335000.0,13881000.0,-72838000.0,-58957000.0,2168000.0,,-60513000,-60513000,22511237.0,22511237.0,-32662000.0,
ARPO,1841892,2023,24354000.0,-2809000.0,21545000.0,-93478000.0,-71933000.0,6169000.0,,-65765000,-65765000,26917967.0,26917967.0,-48929000.0,
ARQT,11795192,2020,,,,-136645000.0,-136645000.0,,,-135678000,-135678000,35668152.0,35668152.0,-115308000.0,
ARQT,11795192,2021,,,,-206529000.0,-206529000.0,,,-206356000,-206356000,49405575.0,49405575.0,-145558000.0,
ARQT,11795192,2022,3686000.0,-754000.0,2932000.0,-304559000.0,-301627000.0,-15652000.0,,-311458000,-311458000,55032265.0,55032265.0,-182435000.0,
ARQT,11795192,2023,59606000.0,-4987000.0,54619000.0,-295720000.0,-241101000.0,-29712000.0,-3113000.0,-262140000,-262140000,69305487.0,69305487.0,-110575000.0,
ARRW,12444407,2020,,,,-1724.0,-1724.0,,,-1724,-1724,35937500.0,35937500.0,,
ARRW,12444407,2021,,,,-3858771.0,-3858771.0,23634.0,,4844863,4844863,23866438.0,31053938.0,,
ARRW,12444407,2022,,,,-1555038.0,-1555038.0,,-750410.0,13521299,13521299,28750000.0,28750000.0,,
ARRW,12444407,2023,,,,-5487905.0,-5487905.0,-89408.0,-564005.0,-5848628,-5848628,15761695.0,15761695.0,,
ARRY,6744551,2021,853318000.0,-785017000.0,68301000.0,-90346000.0,-22045000.0,-35475000.0,10718000.0,-50403000,-66118000,129984000.0,129984000.0,,-9372000.0
ARRY,6744551,2022,1637546000.0,-1424828000.0,212718000.0,-235358000.0,-22640000.0,-33513000.0,9384000.0,4432000,-43622000,149819000.0,149819000.0,,-84581000.0
ARRY,6744551,2023,1576551000.0,-1161000000.0,415551000.0,-198463000.0,217088000.0,-35899000.0,-39917000.0,137240000,85549000,150942000.0,152022000.0,,-38928000.0
ARTE,11819297,2021,,,,-282666.0,-282666.0,9883.0,,312118,312118,9484202.0,9484202.0,,
ARTE,11819297,2022,,,,-6469453.0,-6469453.0,3070568.0,-591919.0,3479590,3479590,25156250.0,25156250.0,,
ARTNA,7962788,2020,88141000.0,-43615000.0,44526000.0,-16547000.0,27979000.0,-7619000.0,-5684000.0,16817000,16817000,9327000.0,9369000.0,,-11143000.0
ARTNA,7962788,2021,90859000.0,-45356000.0,45503000.0,-17472000.0,28031000.0,-7592000.0,-5737000.0,16827000,16827000,9394000.0,9426000.0,,-11885000.0
ARTNA,7962788,2022,98897000.0,-50622000.0,48275000.0,-18491000.0,29784000.0,-8502000.0,-5878000.0,17998000,17998000,9462000.0,9481000.0,,-12620000.0
ARTNA,7962788,2023,98861000.0,-50633000.0,48228000.0,-19434000.0,28794000.0,-9156000.0,-6348000.0,16699000,16699000,10018000.0,10022000.0,,-13335000.0
ARTNA,7962788,2024,107952000.0,-54539000.0,53413000.0,-19947000.0,33466000.0,-8779000.0,-7315000.0,20394000,20394000,10294000.0,10296000.0,,-13629000.0
ARVN,947146,2020,25900000.0,,,-146700000.0,-120800000.0,3500000.0,,-119300000,-119300000,39534497.0,39534497.0,-108400000.0,
ARVN,947146,2021,53600000.0,,,-242000000.0,-188400000.0,1800000.0,,-191000000,-191000000,49807508.0,49807508.0,-180400000.0,
ARVN,947146,2022,131400000.0,,,-394600000.0,-263200000.0,12000000.0,-20900000.0,-282500000,-282500000,53200000.0,53200000.0,-315000000.0,
ARVN,947146,2023,78500000.0,,,-480000000.0,-401500000.0,38800000.0,-900000.0,-367300000,-367300000,55500000.0,55500000.0,-379700000.0,
ARVN,947146,2024,263400000.0,,,-513600000.0,-250200000.0,54800000.0,-600000.0,-198900000,-198900000,71900000.0,71900000.0,-348200000.0,
ARW,445806,2020,28673363000.0,-25482233000.0,3191130000.0,-2276108000.0,915022000.0,-137210000.0,-172795000.0,584438000,584438000,77992000.0,78635000.0,,-189058000.0
ARW,445806,2021,34477018000.0,-30274653000.0,4202365000.0,-2630150000.0,1572215000.0,-131727000.0,-325906000.0,1108197000,1108197000,71671000.0,72571000.0,,-195120000.0
ARW,445806,2022,37124422000.0,-32287797000.0,4836625000.0,-2754390000.0,2082235000.0,-185648000.0,-448992000.0,1426884000,1426884000,64838000.0,65453000.0,,-187382000.0
ARW,445806,2023,33107120000.0,-28958102000.0,4149018000.0,-2593938000.0,1555080000.0,-328724000.0,-254991000.0,903505000,903505000,56359000.0,57035000.0,,-181116000.0
ARW,445806,2024,27923324000.0,-24630916000.0,3292408000.0,-2380934000.0,911474000.0,-269834000.0,-95812000.0,392074000,392074000,53282000.0,53797000.0,,-162994000.0
ARWR,952053,2020,87992000.0,,,-181151000.0,-93159000.0,9191000.0,-2000.0,-84553000,-84553000,100722224.0,100722224.0,-128875000.0,
ARWR,952053,2021,138287000.0,,,-287323000.0,-149036000.0,6120000.0,-2000.0,-140848000,-140848000,104099000.0,104099000.0,-206342000.0,
ARWR,952053,2022,243231000.0,,,-421738000.0,-178507000.0,5033000.0,-3785000.0,-176063000,-176063000,105426000.0,105426000.0,-297307000.0,
ARWR,952053,2023,240735000.0,,,-445737000.0,-205002000.0,-3027000.0,-2784000.0,-205275000,-205275000,106750000.0,106750000.0,-353188000.0,
ARWR,952053,2024,3551000.0,,,-604631000.0,-601080000.0,-9632000.0,2767000.0,-599493000,-599493000,119784000.0,119784000.0,-505870000.0,
ASAN,1070494,2020,227004000.0,-28741000.0,198263000.0,-373830000.0,-175567000.0,-36178000.0,-1533000.0,-211710000,-211710000,106344000.0,106344000.0,-121139000.0,
ASAN,1070494,2021,378437000.0,-38897000.0,339540000.0,-604724000.0,-265184000.0,-18385000.0,-3237000.0,-288342000,-288342000,185022000.0,185022000.0,-203124000.0,
ASAN,1070494,2022,547212000.0,-56559000.0,490653000.0,-898479000.0,-407826000.0,-2000000.0,-4875000.0,-407768000,-407768000,200034000.0,200034000.0,-297209000.0,
ASAN,1070494,2023,652504000.0,-64524000.0,587980000.0,-857977000.0,-269997000.0,-3952000.0,-3705000.0,-257030000,-257030000,220406000.0,220406000.0,-324688000.0,
ASC,7962762,2020,220058000.0,-81965000.0,138093000.0,-119493000.0,18600000.0,-17886000.0,-199000.0,-6046000,-6046000,33241936.0,33241936.0,,-32187000.0
ASC,7962762,2021,192484000.0,-92187000.0,100297000.0,-120222000.0,-19925000.0,-16147000.0,-150000.0,-36832000,-38086000,33882932.0,33882932.0,,-31702000.0
ASC,7962762,2022,445741000.0,-161538000.0,284203000.0,-124749000.0,159454000.0,-15066000.0,-207000.0,138454000,135054000,37235599.0,38359985.0,,-29276000.0
ASC,7962762,2023,395978000.0,-142098000.0,253880000.0,-125750000.0,128130000.0,-9590000.0,-435000.0,116808000,113408000,41130089.0,41821637.0,,-27817000.0
ASC,7962762,2024,405784000.0,-144440000.0,261344000.0,-133057000.0,128287000.0,-4961000.0,-215000.0,133006000,128607000,41655701.0,42041821.0,,-30244000.0
ASCB,16532268,2022,,,,-424790.0,-424790.0,2867339.0,,2442549,2442549,,5033542.0,,
ASCB,16532268,2023,,,,-842030.0,-842030.0,34379.0,,5435774,5435774,,5033542.0,,
ASCB,16532268,2024,,,,-610857.0,-610857.0,11164.0,,155060,155060,,5033542.0,,
ASFH,15394172,2021,87.0,,,-378235.0,-378148.0,,643.0,-377505,-377505,73319800.0,73319800.0,,
ASFH,15394172,2022,,,,-122283.0,-122283.0,,-3999.0,-112202,-112202,73319800.0,73319800.0,,
ASFH,15394172,2023,3109515.0,-1708334.0,1401181.0,-1298849.0,102332.0,,-96712.0,19214,19214,80356501.0,80356501.0,,
ASGN,1059907,2020,3502100000.0,-2554900000.0,947200000.0,-666000000.0,281200000.0,-39700000.0,-63900000.0,200300000,200300000,52700000.0,53300000.0,,-51000000.0
ASGN,1059907,2021,4009500000.0,-2867100000.0,1142400000.0,-791500000.0,350900000.0,-37500000.0,-81600000.0,409900000,409900000,52700000.0,53400000.0,,-55700000.0
ASGN,1059907,2022,4581100000.0,-3211500000.0,1369600000.0,-960100000.0,409500000.0,-45900000.0,-96700000.0,268100000,268100000,52700000.0,53300000.0,,-65100000.0
ASGN,1059907,2023,4450600000.0,-3170600000.0,1280000000.0,-915900000.0,364100000.0,-66400000.0,-78400000.0,219300000,219300000,48300000.0,48700000.0,,-71700000.0
ASGN,1059907,2024,4099700000.0,-2916000000.0,1183700000.0,-879300000.0,304400000.0,-64300000.0,-64900000.0,175200000,175200000,45200000.0,45700000.0,,-58100000.0
ASH,136913,2020,2016000000.0,-1417000000.0,599000000.0,-532000000.0,67000000.0,-119000000.0,22000000.0,-508000000,-508000000,61000000.0,61000000.0,-56000000.0,-84000000.0
ASH,136913,2021,2111000000.0,-1441000000.0,670000000.0,-489000000.0,181000000.0,-56000000.0,38000000.0,222000000,222000000,57000000.0,61000000.0,-50000000.0,-90000000.0
ASH,136913,2022,2391000000.0,-1561000000.0,830000000.0,-542000000.0,288000000.0,-149000000.0,-25000000.0,927000000,927000000,57000000.0,61000000.0,-55000000.0,-94000000.0
ASIX,6767781,2020,1157917000.0,-1024169000.0,133748000.0,-70923000.0,62825000.0,-7792000.0,-8956000.0,46077000,46077000,28048726.0,28157062.0,,
ASIX,6767781,2021,1684625000.0,-1410503000.0,274122000.0,-82985000.0,191137000.0,-5023000.0,-45325000.0,139791000,139791000,28152876.0,29045186.0,,
ASIX,6767781,2022,1945640000.0,-1631161000.0,314479000.0,-87748000.0,226731000.0,-2781000.0,-53905000.0,171886000,171886000,27969436.0,29031107.0,,
ASIX,6767781,2023,1533599000.0,-1368511000.0,165088000.0,-95538000.0,69550000.0,-7485000.0,-14600000.0,54623000,54623000,27302254.0,28007630.0,,
ASIX,6767781,2024,1517557000.0,-1364621000.0,152936000.0,-94023000.0,58913000.0,-11311000.0,-1426000.0,44149000,44149000,26828338.0,27255213.0,,
ASLE,11795208,2020,208938000.0,-156149000.0,52789000.0,-42942000.0,9847000.0,-1645000.0,-1650000.0,8094000,8094000,41046216.0,41046216.0,,
ASLE,11795208,2021,340437000.0,-221045000.0,119392000.0,-62730000.0,56662000.0,-980000.0,-11659000.0,36115000,36115000,43193995.0,47310100.0,,
ASLE,11795208,2022,408544000.0,-257150000.0,151394000.0,-96348000.0,55046000.0,1093000.0,-14021000.0,43861000,43861000,42994048.0,47519737.0,,
ASLE,11795208,2023,334503000.0,-242082000.0,92421000.0,-103191000.0,-10770000.0,155000.0,2116000.0,-5563000,-5563000,51291424.0,51457821.0,,
ASLE,11795208,2024,345066000.0,-241130000.0,103936000.0,-94192000.0,9744000.0,-5703000.0,-1986000.0,5851000,5851000,53113508.0,53359085.0,,
ASMB,9076097,2020,79105000.0,,,-143881000.0,-64776000.0,,,-62152000,-62152000,2951079.0,2951079.0,-106823000.0,
ASMB,9076097,2021,6254000.0,,,-97304000.0,-91050000.0,,2531000.0,-129855000,-129855000,3605256.0,3605256.0,-68524000.0,
ASMB,9076097,2022,,,,-94114000.0,-94114000.0,,,-93092000,-93092000,4032492.0,4032492.0,-69980000.0,
ASMB,9076097,2023,7163000.0,,,-71809000.0,-64646000.0,,-33000.0,-61228000,-61228000,4577371.0,4577371.0,-48900000.0,
ASMB,9076097,2024,28520000.0,,,-73940000.0,-45420000.0,,-330000.0,-40177000,-40177000,6004560.0,6004560.0,-55933000.0,
ASNA,35533,2020,3718100000.0,-1836200000.0,1881900000.0,-1653800000.0,228100000.0,-107000000.0,-13700000.0,-1141799999,-1141799999,9994000.0,9994000.0,,-232700000.0
ASO,1271540,2020,5689233000.0,-3955188000.0,1734045000.0,-1313647000.0,420398000.0,-86514000.0,-30356000.0,308764000,308764000,92088000.0,96472000.0,,
